Age,Sex,Education,Native Country,Race,Marital Status,Work Class,Occupation,Hours Per Week,Income,Capital Gain,Capital Loss
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Transport-moving,Full-time,Large,None,High
Middle-aged,Male,Bachelors,United-States,White,Divorced,Local-gov,Prof-specialty,Full-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Private,Prof-specialty,Full-time,Large,High,None
Middle-aged,Male,9th,United-States,White,Never-married,Private,Transport-moving,Over-time,Small,None,None
Young,Male,Some-college,United-States,White,Never-married,Private,Machine-op-inspct,Full-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,State-gov,Protective-serv,Full-time,Large,None,None
Young,Male,Bachelors,United-States,White,Never-married,State-gov,Adm-clerical,Full-time,Small,None,None
Young,Male,Bachelors,Vietnam,Asian-Pac-Islander,Never-married,Private,Sales,Full-time,Small,Low,None
Middle-aged,Male,HS-grad,Taiwan,Asian-Pac-Islander,Married-civ-spouse,Private,Craft-repair,Full-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Prof-specialty,Full-time,Large,High,None
Young,Male,12th,United-States,White,Never-married,Private,Sales,Part-time,Small,Low,None
Middle-aged,Male,Bachelors,Germany,White,Married-civ-spouse,Local-gov,Prof-specialty,Over-time,Large,None,Low
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Sales,Over-time,Small,None,None
Middle-aged,Male,10th,United-States,White,Married-civ-spouse,Private,Craft-repair,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Divorced,Private,Craft-repair,Over-time,Small,None,None
Senior,Male,Prof-school,United-States,White,Married-civ-spouse,State-gov,Prof-specialty,Over-time,Large,High,None
Middle-aged,Male,Prof-school,United-States,White,Married-civ-spouse,Self-emp-inc,Prof-specialty,Workaholic,Large,None,None
Old,Male,HS-grad,United-States,White,Widowed,Federal-gov,Other-service,Full-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Craft-repair,Full-time,Large,Low,None
Senior,Male,Bachelors,United-States,White,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,Full-time,Large,None,High
Middle-aged,Male,Doctorate,United-States,White,Divorced,Private,Prof-specialty,Over-time,Large,None,None
Young,Female,10th,United-States,White,Separated,Private,Other-service,Full-time,Small,None,None
Young,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Exec-managerial,Over-time,Small,None,None
Senior,Female,Some-college,United-States,White,Divorced,Private,Other-service,Full-time,Small,None,None
Middle-aged,Female,Some-college,United-States,Black,Never-married,Local-gov,Adm-clerical,Full-time,Small,None,None
Senior,Male,HS-grad,Germany,White,Married-civ-spouse,Self-emp-inc,Prof-specialty,Full-time,Small,None,None
Middle-aged,Male,1st-4th,United-States,White,Married-civ-spouse,Private,Prof-specialty,Over-time,Small,None,None
Young,Female,9th,Mexico,Other,Never-married,Private,Sales,Full-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Self-emp-inc,Sales,Over-time,Large,None,None
Middle-aged,Female,Some-college,United-States,Amer-Indian-Eskimo,Widowed,Private,Exec-managerial,Full-time,Small,None,None
Old,Male,5th-6th,United-States,Asian-Pac-Islander,Married-civ-spouse,Private,Transport-moving,Full-time,Small,None,None
Senior,Male,Assoc-voc,United-States,White,Married-civ-spouse,Private,Exec-managerial,Full-time,Large,None,None
Middle-aged,Female,Bachelors,United-States,Asian-Pac-Islander,Never-married,Local-gov,Adm-clerical,Over-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Prof-specialty,Full-time,Large,None,None
Senior,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Craft-repair,Full-time,Large,None,None
Middle-aged,Female,Bachelors,United-States,Black,Never-married,Private,Prof-specialty,Over-time,Small,None,None
Middle-aged,Female,HS-grad,United-States,White,Never-married,Private,Sales,Full-time,Small,None,None
Old,Male,Doctorate,Jamaica,Black,Married-civ-spouse,Local-gov,Prof-specialty,Full-time,Large,High,None
Young,Male,HS-grad,United-States,Black,Never-married,Private,Craft-repair,Full-time,Small,Low,None
Young,Male,Some-college,United-States,White,Never-married,Private,Tech-support,Full-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Self-emp-inc,Sales,Full-time,Small,None,None
Young,Male,HS-grad,United-States,White,Married-civ-spouse,Local-gov,Craft-repair,Full-time,Small,None,None
Senior,Male,11th,United-States,White,Married-civ-spouse,Private,Machine-op-inspct,Full-time,Small,None,None
Young,Male,Bachelors,United-States,White,Never-married,State-gov,Prof-specialty,Full-time,Small,None,None
Young,Female,Some-college,United-States,White,Never-married,Private,Tech-support,Full-time,Small,None,None
Middle-aged,Female,HS-grad,United-States,White,Never-married,Private,Exec-managerial,Full-time,Small,None,None
Middle-aged,Female,11th,United-States,Black,Divorced,Local-gov,Other-service,Part-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Never-married,Private,Other-service,Full-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Never-married,Federal-gov,Exec-managerial,Full-time,Large,None,None
Young,Female,Some-college,United-States,White,Never-married,Private,Sales,Full-time,Small,None,None
Senior,Male,Prof-school,United-States,White,Married-civ-spouse,Private,Prof-specialty,Over-time,Large,None,None
Middle-aged,Male,5th-6th,Mexico,White,Married-civ-spouse,Private,Farming-fishing,Full-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,Black,Married-civ-spouse,Private,Prof-specialty,Full-time,Large,None,None
Young,Female,HS-grad,United-States,White,Never-married,Private,Sales,Part-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Prof-specialty,Over-time,Large,None,None
Middle-aged,Male,Masters,United-States,White,Married-civ-spouse,Federal-gov,Prof-specialty,Full-time,Large,None,None
Middle-aged,Male,HS-grad,United-States,Black,Married-civ-spouse,Private,Adm-clerical,Full-time,Small,None,None
Young,Male,Some-college,United-States,White,Never-married,Private,Exec-managerial,Full-time,Small,None,None
Young,Male,HS-grad,United-States,White,Never-married,Federal-gov,Adm-clerical,Full-time,Small,None,None
Young,Male,Some-college,United-States,White,Never-married,Local-gov,Tech-support,Over-time,Large,High,None
Senior,Female,11th,United-States,White,Divorced,Private,Other-service,Full-time,Small,None,None
Senior,Male,Prof-school,United-States,White,Married-civ-spouse,Self-emp-inc,Prof-specialty,Over-time,Large,None,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Private,Sales,Over-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Federal-gov,Exec-managerial,Full-time,Large,None,None
Senior,Male,10th,United-States,White,Married-civ-spouse,Private,Craft-repair,Full-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Private,Exec-managerial,Full-time,Small,None,None
Senior,Female,Bachelors,United-States,White,Married-civ-spouse,Local-gov,Prof-specialty,Full-time,Small,None,None
Middle-aged,Male,Masters,United-States,White,Married-civ-spouse,Local-gov,Prof-specialty,Over-time,Large,None,High
Middle-aged,Male,HS-grad,United-States,White,Divorced,Local-gov,Craft-repair,Full-time,Small,None,None
Young,Female,Some-college,United-States,White,Never-married,Private,Handlers-cleaners,Full-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Craft-repair,Over-time,Large,None,None
Young,Female,11th,United-States,White,Divorced,Private,Exec-managerial,Full-time,Small,None,None
Middle-aged,Female,Some-college,United-States,White,Divorced,Private,Other-service,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Transport-moving,Full-time,Large,None,None
Middle-aged,Female,Masters,United-States,White,Divorced,State-gov,Exec-managerial,Over-time,Large,None,None
Senior,Female,HS-grad,United-States,White,Married-civ-spouse,Private,Sales,Part-time,Small,None,None
Senior,Male,7th-8th,United-States,White,Married-civ-spouse,Self-emp-not-inc,Sales,Full-time,Small,None,None
Senior,Male,12th,United-States,White,Married-civ-spouse,Private,Craft-repair,Full-time,Large,None,None
Senior,Female,HS-grad,United-States,White,Widowed,Private,Adm-clerical,Over-time,Small,None,None
Middle-aged,Male,Some-college,United-States,Black,Never-married,Private,Craft-repair,Full-time,Small,None,None
Young,Female,Bachelors,United-States,White,Never-married,Private,Prof-specialty,Full-time,Small,None,None
Middle-aged,Female,Assoc-acdm,United-States,White,Divorced,Private,Exec-managerial,Full-time,Large,None,None
Middle-aged,Male,Masters,United-States,White,Never-married,State-gov,Prof-specialty,Part-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Transport-moving,Over-time,Small,None,None
Senior,Female,HS-grad,United-States,White,Divorced,Private,Adm-clerical,Full-time,Small,None,None
Young,Female,10th,United-States,White,Never-married,Private,Sales,Part-time,Small,None,None
Senior,Female,Assoc-voc,United-States,White,Married-civ-spouse,Private,Prof-specialty,Full-time,Large,None,Low
Senior,Female,Some-college,United-States,White,Married-civ-spouse,Private,Adm-clerical,Full-time,Large,High,None
Young,Male,HS-grad,United-States,Black,Never-married,Local-gov,Handlers-cleaners,Full-time,Small,None,None
Young,Male,11th,United-States,White,Never-married,Private,Handlers-cleaners,Part-time,Small,None,None
Senior,Male,Prof-school,United-States,White,Married-civ-spouse,Self-emp-inc,Prof-specialty,Over-time,Large,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Other-service,Over-time,Small,None,None
Young,Male,Some-college,United-States,White,Never-married,State-gov,Prof-specialty,Part-time,Small,None,None
Young,Female,12th,United-States,White,Never-married,Private,Other-service,Part-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Other-service,Full-time,Small,None,None
Middle-aged,Male,Assoc-voc,United-States,Asian-Pac-Islander,Divorced,Local-gov,Protective-serv,Full-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Craft-repair,Over-time,Large,Low,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Craft-repair,Over-time,Large,None,None
Senior,Male,Masters,United-States,White,Married-civ-spouse,Private,Prof-specialty,Over-time,Large,None,None
Young,Female,HS-grad,United-States,White,Never-married,Private,Machine-op-inspct,Full-time,Small,None,None
Old,Female,Some-college,United-States,White,Married-civ-spouse,Private,Adm-clerical,Full-time,Large,High,None
Senior,Female,HS-grad,United-States,White,Divorced,Private,Prof-specialty,Over-time,Small,None,None
Senior,Male,Some-college,United-States,White,Married-civ-spouse,Private,Prof-specialty,Full-time,Large,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Craft-repair,Full-time,Large,None,Low
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,Over-time,Large,Low,None
Middle-aged,Male,7th-8th,United-States,Other,Married-civ-spouse,Private,Craft-repair,Full-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Private,Craft-repair,Full-time,Large,High,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,State-gov,Exec-managerial,Over-time,Large,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,State-gov,Craft-repair,Full-time,Large,None,Low
Senior,Male,Some-college,United-States,White,Married-civ-spouse,Self-emp-not-inc,Craft-repair,Full-time,Small,None,None
Young,Female,Assoc-voc,United-States,White,Never-married,Private,Adm-clerical,Full-time,Small,None,None
Middle-aged,Female,Bachelors,United-States,Black,Never-married,State-gov,Prof-specialty,Full-time,Small,None,None
Middle-aged,Male,Assoc-voc,United-States,White,Married-civ-spouse,Private,Machine-op-inspct,Over-time,Large,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Machine-op-inspct,Over-time,Small,None,None
Middle-aged,Male,1st-4th,Mexico,White,Married-civ-spouse,Private,Craft-repair,Full-time,Small,None,High
Senior,Male,HS-grad,United-States,White,Divorced,Private,Machine-op-inspct,Full-time,Small,Low,None
Young,Male,Bachelors,United-States,White,Never-married,Private,Adm-clerical,Part-time,Small,None,None
Senior,Female,Assoc-voc,United-States,Black,Widowed,State-gov,Other-service,Full-time,Small,None,None
Middle-aged,Male,11th,United-States,White,Separated,Private,Other-service,Part-time,Small,None,None
Middle-aged,Female,Assoc-voc,United-States,White,Divorced,Private,Adm-clerical,Full-time,Small,None,None
Middle-aged,Male,HS-grad,Vietnam,Asian-Pac-Islander,Married-civ-spouse,Private,Machine-op-inspct,Full-time,Large,None,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Self-emp-inc,Exec-managerial,Workaholic,Large,None,None
Middle-aged,Female,Masters,United-States,White,Never-married,State-gov,Adm-clerical,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Craft-repair,Over-time,Small,None,None
Middle-aged,Female,Assoc-voc,United-States,Black,Divorced,Private,Other-service,Full-time,Small,None,None
Senior,Male,Assoc-voc,United-States,Asian-Pac-Islander,Married-civ-spouse,Private,Craft-repair,Full-time,Large,None,None
Middle-aged,Female,Masters,United-States,White,Divorced,State-gov,Exec-managerial,Full-time,Small,Low,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Self-emp-inc,Sales,Over-time,Large,None,None
Young,Female,Some-college,United-States,White,Never-married,Private,Sales,Full-time,Small,None,None
Young,Female,Some-college,United-States,White,Never-married,Private,Sales,Part-time,Small,None,None
Middle-aged,Female,Bachelors,United-States,White,Never-married,Private,Exec-managerial,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,State-gov,Exec-managerial,Over-time,Large,None,None
Young,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Sales,Full-time,Small,None,None
Senior,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Exec-managerial,Over-time,Large,None,None
Senior,Male,Assoc-acdm,United-States,White,Divorced,Private,Tech-support,Full-time,Small,None,None
Old,Female,Some-college,Nicaragua,White,Widowed,Private,Sales,Part-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Farming-fishing,Part-time,Small,None,None
Senior,Male,Assoc-voc,United-States,White,Married-civ-spouse,Private,Craft-repair,Over-time,Large,None,Low
Senior,Female,7th-8th,United-States,White,Divorced,Private,Machine-op-inspct,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,Black,Married-civ-spouse,Private,Craft-repair,Full-time,Small,None,None
Young,Male,Some-college,Vietnam,Asian-Pac-Islander,Never-married,Private,Tech-support,Full-time,Small,None,None
